student_id,toan,ngu_van,ngoai_ngu,vat_ly,hoa_hoc,sinh_hoc,lich_su,dia_ly,gdcd
37003718,5.6,3.25,3,,,,,6.5,6
37017653,8,7.5,8.4,5.75,8.25,8.5,,,
37007711,4.4,5.75,5.4,,,,,6,5.75
37011715,6.6,4.25,4.5,,,,6.5,2.6,7.75
37015640,7.2,7.5,4.6,,,,5,6.75,8.5
37005609,8,7.25,8,,,,6.5,7.25,9.25
37009658,6.8,6.5,4,5,5.5,6.75,,,
37013712,7.4,6.5,4.2,5.25,7.75,6.25,,,
37003719,5.6,6.25,4.6,,,,,7.5,7
37017654,7.2,8,6,3.5,5.5,5.5,,,
37007712,9,7.75,7.2,8.5,7,6.75,,,
37011716,7,7.5,8,,,,8.5,4.6,8.25
37015641,8,7.75,8.2,8.5,6.75,7,,,
37005610,4.8,8,3.6,,,,5.75,4.75,5.5
37013713,6.6,7,3.2,,,,,6.75,8.25
37009659,7,6.25,4.4,,,,7.5,8.75,8.5
37003720,5.4,7,3.2,,,,,7.5,8.25
37017655,8,7.75,5.8,4,3.75,5,,,
37007713,6.6,6.25,6.2,,,,,6.25,6.75
37011717,7,6.5,,5.75,5.75,6.25,,3.4,
37015642,7.2,7.5,8.2,,,,9,8,8.5
37005611,6.2,8,4.8,,,,8.25,8,9
37013714,5.8,6,4.8,,,,,7.5,7.5
37009660,6.4,7.25,6.8,,,,8.25,8.25,8.75
37003721,5.2,7.75,6,,,,,8,9.5
37017656,8.4,8.25,8.6,7.5,6.75,6.5,,,
37007714,7.4,7,9.2,8,6.25,6.5,,,
37011718,5.6,4.75,7.75,,,,8,4,7.25
37015643,8.2,8.5,9,8,8.25,6.5,,,
37013715,8,9,7.4,6.5,8.5,6.75,,,
37005612,7.4,8,4.2,,,,7,8.5,8.75
37009661,4.2,4.25,5,,,,6.5,7.25,8.5
37003722,7,7.25,5.8,7.25,6,7.25,,,
37017657,7.2,7.5,6.8,8.25,7.25,7,,,
37007715,5,4,4,,,,,6.5,5.75
37011719,6.6,6.25,,7.5,6.75,5.75,,4,
37015644,7.8,7.5,7.4,7.25,7.75,7.5,,,
37013716,5.4,7,6,,,,,6.25,7.75
37005613,8.8,6.25,6.8,9.25,9.25,7.75,,,
37009662,5,4.75,4.2,,,,5.75,7.5,7.75
37003723,6.6,8,5.6,,,,,8.25,9.5
37017658,8.6,7.75,8.4,9.25,6,7.5,,,
37007716,5,5,4.6,,,,,7.75,8.5
37011720,5,5.75,6,,,,8.25,3.4,6.25
37013717,8.2,7.75,9.4,8,4.25,7,,,
37015645,7.4,7.5,7.4,6.5,7.25,7,,,
37005614,4,4,5,,,,6.5,6.5,7.75
37009663,6.8,6.75,5.4,,,,6.75,7,8.25
37003724,6.6,7.25,5.2,,,,,8.25,8.75
37017659,8.2,9.25,8.8,6.75,6,7.75,,,
37007717,7.6,6.25,5.2,6.75,7.25,5.5,,,
37011721,6,6.75,7.5,,,,8,4.6,6.75
37013718,4.4,7,5,,,,,8,8
37015646,5,5.5,4.2,,,,4.25,4.5,7.5
37005615,8.8,6.5,8.6,9.25,5.75,5.75,,,
37009664,6.4,5.25,5.6,,,,7,6.5,8.25
37003725,7.6,6.25,5.6,,,,,8,8.75
37007718,8.2,6.5,6.4,7.5,8.25,6.75,,,
37017660,5.4,7.25,4.8,,,,,8,
37011722,2.4,5.25,5.75,,,,7,3.4,4
37013719,3.6,5,3.2,,,,,5,6.75
37015647,6.2,7,7,,,,6.5,7.25,9.25
37003726,5.6,5,,,,,,5.5,
37009665,7,5.75,5,,,,7,7.5,9
37007719,4.4,5.75,2.4,,,,,8.5,8.5
37011723,8,6.5,,7.25,6.75,6,,4.8,
37005616,6,6,4.8,6.5,7.25,4.75,,,
37017661,8.4,8.5,8.2,8.5,9.25,6.5,,,
37013720,7,5.25,3.6,5.5,6,6,,,
37003727,5,4.5,,,,,,6.5,
37015648,8,8.25,8,6.5,7.5,6.5,,,
37009666,6,6.75,4.2,,,,6.25,6.25,8.25
37007720,4.4,3,4,,,,,5.25,6.75
37011724,5.6,6.5,7.25,,,,8.5,5.6,8
37017662,8.6,8.25,9.2,7.75,8.75,8,,,
37005617,5,5,4,,,,4.25,6,6.25
37013721,8.2,7.25,5.4,4,6.75,6.75,,,
37003728,6.2,5,4,,,,,7.5,8.5
37015649,8.2,6.5,8,5.25,8,7,,,
37009667,5.4,5.75,4.2,,,,4.75,4.25,6.75
37007721,8,8,7.8,7,5.5,5.25,,,
37011725,6.6,5.75,6.75,,,,7.75,4.4,7
37017663,6,8,6.2,,,,,7.75,
37013722,8.2,7.75,6.8,8.25,7.5,7.5,,,
37003729,6,4.5,,,,,,5.75,
37015650,8.4,6.25,8.6,8,6.25,8,,,
37009668,5.8,6.25,3.4,,,,5.75,6.75,7.25
37005618,5.8,5.75,3,,,,6.75,8.5,7.75
37007722,8.6,6.75,5.4,7,6.75,6,,,
37011726,6,6.5,,8,6.5,5.75,,4.2,
37017664,5.4,6.25,4.6,,,,,7.5,
37013723,7.8,7.25,5.4,,,,,7.75,9.5
37003730,3.8,4.25,,,,,,6.75,
37015651,7.8,7.25,8,8.75,9,8.5,,,
37009669,5.8,6.25,5.4,,,,5.75,5.75,7.5
37005619,5.8,5.75,3.8,5.5,6.5,5.75,,,
37007723,7.4,7.75,7.8,,,,,9.25,9.75
37011727,6.2,7.5,8.5,,,,7.5,4.4,6.5
37017665,6.6,7.75,7.8,,,,,7.25,
37013724,9,8.25,8.6,,,,,8.75,9.25
37003731,6.4,4.75,2.6,,,,,6.25,9
37009670,5.4,5.75,4.8,,,,5.5,7.5,9.25
37015652,6,6,3.8,4.5,3.75,5.5,,,
37005620,7.2,7.25,6.4,6.5,7.75,5,,,
37007724,6.8,6.25,4.8,6.75,7.25,6,,,
37011728,7,6.75,,4.75,7,6,,5.4,
37017666,6.2,8,5.4,,,,,5.75,
37013725,6,6,4.4,,,,,6.5,8.75
37003732,8,5.75,6.8,,,,,9.5,9.5
37015653,6.6,7.75,5.8,,,,7.25,8.25,8.25
37009671,6.6,7,4.2,,,,6.75,8.25,9
37005621,7,6.5,5.6,,,,7.5,7.25,6.5
37007725,6.6,7.75,4.8,,,,,7.5,8.25
37011729,7,6.75,8.75,,,,8.25,3.6,7
37017667,7.6,7.75,7,6,5.75,7,,,
37013726,7.8,7.5,5.8,8.5,8,6.25,,,
37003733,4,4,,,,,,6.5,
37009672,4.4,7,3.8,,,,8,9,8.75
37015654,8,6.25,6,7.75,9.5,8,,,
37005622,9.4,6,6.4,6,8.25,4.5,,,
37007726,5.8,6,4.6,,,,,7.75,6.75
37011730,7.2,7.25,7.25,,,,7.75,5,7.25
37013727,5,7,4.4,,,,,8,8
37017668,6.6,8,4.8,,,,,7.5,
37003734,2,4.25,,,,,,4.25,
37009673,3.2,5.5,4.4,,,,6.25,5,5.75
37015655,7.8,7.75,6.2,7.5,7.5,7.25,,,
37007727,6.8,4.5,4.2,,,,,8,7.75
37011731,7,7.75,7,,,,8,3.8,6.75
37005623,6.8,6.5,4.8,,,,5,6.75,6.75
37013728,7.6,8,5,6,6.75,8,,,
37017669,7.8,7.75,6.2,7.25,6,5.5,,,
37003735,7.2,5.75,,,,,,8.25,
37009674,7,5.75,4.8,4.5,5.5,4.5,,,
37007728,6.2,7,4.8,5.75,7.25,6,,,
37011732,9,7.25,,9.25,6.5,7.25,,7,
37015656,6.2,7.75,7.2,,,,6.25,6.75,9
37005624,9,6.25,6.4,7.75,9,5.5,,,
37013729,7.8,7,4.8,7.5,7.5,7.25,,,
37017670,4.4,7,4.2,,,,,8.5,
37003736,6.6,6,4.6,,,,,8,9
37011733,6.6,8,,5.25,4.75,5,,7,
37007729,6.4,5,3.8,,,,,8.25,9
37009675,6.8,8,4.2,,,,8.75,9.25,9.25
37015657,8.4,6.25,6.8,5,3.5,5.75,,,
37005625,5.2,6.75,3.8,,,,5.75,7.75,9.5
37013730,6.6,7.75,3,5,7,7.25,,,
37003737,4.8,4,4,,,,,6.75,8
37017671,7.6,8.25,7.4,5.75,5.25,7.25,,,
37011734,7,7,8.25,,,,7.75,3.8,8.25
37007730,7.2,7.5,5.8,7,7.75,5.25,,,
37009676,4.8,3.75,2.4,,,,6.75,6.75,8.75
37015658,8,7.5,9.4,8.25,8.75,7.25,,,
37005626,4.6,3,3,,,,5.75,5.75,5.75
37013731,4.4,7.5,3.6,,,,,6.75,7.25
37003738,4.6,5.25,,,,,,5.75,
37017672,8,7.5,6.4,6.5,6.25,6.25,,,
37011735,7.8,8,,7.75,6.25,6.25,,7.8,
37007731,4,6.75,4.6,5,4.25,4.25,,,
37009677,5.6,5.75,5,,,,5.5,6.75,8
37015659,5.4,7.25,5,,,,7,7.25,9.25
37013732,7.4,7.5,4.8,,,,,8.25,8
37003739,4.2,6.5,,,,,,5.75,
37017673,8.2,7.25,7,7.5,8.75,6.75,,,
37005627,8.2,8.75,8.4,,,,6.5,7.75,8
37011736,8.6,7,,8.25,7.5,7.25,,7.2,
37007732,6.2,7.25,4.8,,,,,9,9.25
37009678,5.8,5,2.2,,,,4.25,5.75,8
37015660,7.4,7.5,7,,,,8,8.75,9
37013733,7,7,3.8,,,,,8.5,7.75
37003740,5.4,7.75,5.2,,,,,7.25,7.25
37017674,5.4,7,3.8,,,,,8,
37005628,5.6,6.5,5.6,,,,3.75,8.25,7.25
37011737,5.6,6.75,5,,,,6.75,2.6,5.5
37007733,5.4,5,5.4,,,,,8,7.25
37009679,6.2,6,4.8,,,,6.25,8.75,8
37015661,5.8,7,5.4,,,,7,9.25,8.75
37013734,7.8,7,3.8,7,7.75,7,,,
37003741,3.2,4,,,,,,7.75,
37017675,6,7,4.8,,,,,7.75,
37005629,8.4,7,7.6,6.25,9.25,6.5,,,
37011738,7,8,9.25,,,,9.25,6.2,7.25
37007734,8,6.5,6.2,8,7.25,6.75,,,
37009680,4.2,6.5,5.2,,,,7.5,9,8.75
37015662,5.8,7,4.6,,,,5.75,5.75,8.75
37013735,7.8,7,4.2,5,6,6.5,,,
37003742,6.8,5,6.2,,,,,7.25,8
37017676,8,8.5,8.8,5.25,5,7.25,,,
37005630,8,6,6,7.25,7.75,6,,,
37011739,7.2,8.25,7,,,,9,6.6,7
37007735,7.8,7.25,5.6,,,,,9.5,9
37009681,4.4,7.25,5.6,,,,6,7,7.75
37013736,6.2,7,4.8,,,,,8,8.25
37015663,8.4,7.5,6.8,7.75,5.5,6.25,,,
37003743,4,5.5,,,,,,5.75,
37011740,7.2,7.5,7.25,,,,8.25,4.2,7.25
37007736,6.2,6,4,,,,,8,8.75
37005631,6,7.5,5.4,5,6.25,3.75,,,
37017677,7,7.5,5,,,,,7.25,
37009682,3.6,6.75,,,,,5.75,6,
37013737,6.8,7.75,6.4,,,,,8.25,9.5
37015664,6.8,8,8.4,,,,8,7.75,9.75
37003744,4.8,5.75,7.4,,,,,7,7
37011741,7.6,7.75,,6.75,7.5,7,,7.2,
37007737,6.2,5.75,4.8,7,6.25,7.25,,,
37005632,6,8,5.4,,,,6.5,7,9.25
37017678,8.4,8.75,8.6,8,8.25,8,,,
37009683,2,4,4.4,,,,4.25,5,6
37013738,5.4,6.25,5.6,,,,,8.75,8.5
37003745,5.6,5.75,4.4,,,,,6.25,8
37015665,2.8,6.75,6.4,,,,7.25,6.5,9
37011742,7.6,6.75,,7.25,5.75,6.25,,5.2,
37007738,7.2,6,2.6,,,,,8.75,8.25
37005633,8,5.25,4.6,8.25,7.25,4,,,
37017679,7,7.5,7.4,6.75,6.5,7,,,
37013739,7.8,8.25,5,4.5,8.25,7.75,,,
37009684,2.8,5,,,,,5,5.75,
37003746,5.2,5.5,,,,,,6.5,
37015666,8.6,7.25,7.8,8,7.75,7,,,
37011743,4.6,5.5,6.75,,,,8.5,4.6,5.5
37007739,6.6,6.75,4.2,,,,,7,5.75
37005634,8,7.25,9.2,8.5,8,6.5,,,
37017680,8.6,8.5,8,7.5,9,9,,,
37013740,8.2,6,5.2,7.5,8.25,6.25,,,
37009685,3.6,5.75,,,,,5.25,6.5,
37003747,5.2,6.75,5.6,,,,,7.25,9.25
37015667,5.4,7.75,7,,,,6.75,6.25,9.25
37011744,7.6,5.25,,6.75,6.5,5.75,,4.6,
37007740,5.2,7.25,4.6,,,,,7,8.25
37005635,5.8,6.5,7.2,6.25,7.25,5,,,
37017681,8,7,4.2,7.5,5.5,4.25,,,
37013741,7.4,6.5,3.4,,,,,7.5,7.75
37009686,5,6.75,4.2,5.75,5.25,6.5,,,
37003748,5.2,7,,,,,,8.75,
37015668,5,6,3.6,,,,5.75,6.75,9
37011745,8,6.25,,7,6.75,5.25,,3.6,
37007741,6.2,5,3.8,,,,,7.5,7
37005636,8.8,6,6,8.75,9.5,5.75,,,
37017682,7.6,7.5,6,,,,,8.5,
37013742,7,6.75,3.4,6,7.25,7.25,,,
37003749,5.6,7.5,4.4,,,,,6.25,7.25
37009687,7.4,8.25,6.6,,,,9,8.5,9
37015669,7.4,6.5,8.2,7,6.75,5.75,,,
37011746,6.2,6.5,8,,,,8.5,4,7.75
37007742,8.4,7,4.8,3.75,8,8.25,,,
37005637,7.2,5.25,3.8,,,,9.25,9,9
37013743,6,6,2.6,,,,,6.5,5.25
37017683,8.2,8.25,6.2,4.75,5.25,5,,,
37003750,4.8,6.75,3.6,,,,,6,6.25
37009688,7.4,6,3.6,,,,7,8,8.75
37015670,6,8.5,7.6,,,,7.25,6.75,9.75
37011747,3.8,5.75,7.75,,,,8.25,3.4,7.75
37007743,4.2,6.25,3.8,,,,,6.25,5.75
37013744,7.6,8,4.4,5.75,7.25,8,,,
37003751,5,6.25,5.8,,,,,7,7.5
37009689,6,6.25,5.4,,,,7,8.5,9.5
37017684,6.2,6.75,5.8,,,,,6.25,
37005638,4.8,5.5,4.6,,,,5.5,7.25,6.5
37015671,3.6,7.5,6.2,,,,5.25,7.25,8.25
37011748,5.2,6,6.5,,,,7.25,3,6.5
37007744,6.8,7.25,5.6,6.5,7.25,6.5,,,
37013745,5.6,6,2,,,,,6,6
37003752,8.2,5,,7.25,6.75,3.25,,,
37009690,7.6,6.25,7,,,,6.5,7.75,7.5
37017685,7.6,8.25,7.4,3.25,4.25,5.25,,,
37011749,8.6,6.25,,8,5.25,5.25,,7.4,
37005639,6.2,6,5.2,,,,6.5,7.25,8.5
37015672,7,8,7.4,,,,7.25,7,9
37007745,6.4,7.75,5.8,8.25,6.5,6.25,,,
37013746,4.2,6.75,3,,,,,4.5,7
37003753,5.2,4.75,6.2,,,,,5.5,6.75
37009691,8.4,5.5,5.4,7,6.25,6.75,,,
37017686,5.4,7,5.8,,,,,7,
37011750,8,6.75,7.75,,,,8.5,5.4,5.5
37007746,8.2,7,7.4,5.25,7,6.5,,,
37005640,8.4,7.5,7.4,7,7,5,,,
37015673,8.2,7.5,8.6,8,7.5,7,,,
37013747,4.8,8.25,4.8,,,,,7,9
37003754,6.6,6.5,6.6,,,,,8.25,8
37009692,2.4,6,5.2,,,,5.75,7,7.25
37017687,8.2,8.5,6.6,5.75,5.75,6.5,,,
37007747,5.6,8.75,5,,,,,9.75,9.25
37005641,8.2,7.25,6.4,8,8,6,,,
37015674,6.2,8,5.4,,,,8,7,9
37013748,6.2,6.5,2.8,3.25,6.5,6,,,
37009693,3.2,5,,,,,7,4.5,
37017688,8.6,8.5,7.6,8.25,8,6.5,,,
37007748,7.2,5.75,2.8,,,,,7.5,8.25
37005642,5.4,6.25,5.8,,,,7,6.75,8.25
37015675,6.6,7.5,5.8,,,,7,6.75,9
37013749,4.4,7.25,3.8,,,,,9.25,8.5
37009694,6.2,6.5,6,,,,6.75,7.5,8.75
37007749,6,4.5,3.2,,,,,7.75,6.75
37017689,5,8,5.2,,,,,9,
37005643,5.8,6,5.2,,,,6.75,8.75,8.75
37015676,8.6,9,9,,,,7.5,9,9.25
37013750,4,6.5,3.4,,,,,6.75,5.75
37009695,6.2,4.75,5.6,6.25,7.25,6.25,,,
37017690,7,7.75,5.4,,,,,7.25,
37015677,7.8,6.75,8.4,7,7.25,7.5,,,
37005644,2.8,5.25,3,,,,5.25,7,7.5
37009696,6.6,6.25,4.4,,,,7.25,7.25,8.5
37017691,6.8,8.75,6.4,4,5.75,5.25,,,
37015678,8,8,9.4,8,6.5,7,,,
37005645,6.8,7,5,,,,9.5,8.75,9.25
37009697,6.8,7.5,4.4,,,,6,6,7.75
37017692,8,7.5,5.4,8.75,7.5,5,,,
37005646,5,7,4.8,,,,7.5,6.25,6.5
37015679,7.2,7,5.8,5.25,8,7.5,,,
37009698,3.2,5,,,,,4.5,5,
37017693,8,7.5,5.8,7.5,7,5,,,
37005647,6.2,7.25,5.2,,,,4.75,7,6.75
37015680,8.2,6.25,6,5.25,5.25,5.75,,,
37009699,7,7.25,5.2,,,,7.75,7.5,9.25
37017694,5.4,7,4,,,,,5.75,
37015681,4.2,7.5,4,,,,5.5,6,8.25
37009700,6,6.75,,,,,6.5,5.75,
37017695,7,7.5,7.2,,,,,7.25,
37005648,6,7.5,2.6,,,,5.5,8,7.5
37015682,5.6,7.5,4.6,,,,6.25,6.75,9
37009701,7.2,6,5.8,,,,7,7.5,8.5
37017696,7.6,8.25,6.2,,,,,8.75,
37005649,7,7.25,5.2,,,,8,8,8
37015683,6,8.25,7,,,,7.5,7.75,9.25
37009702,5,7.5,5.2,,,,7.25,6,9.25
37017697,7.4,6.75,4.4,,,,,6.75,
37005650,6.6,5.75,3.8,7.25,7.25,5.75,,,
37015684,7.8,7,8,7.5,7.5,5.75,,,
37009703,5.2,6.25,2.6,,,,7.75,7.75,8.75
37017698,8,7.5,5.4,7,8.25,5.25,,,
37005651,6.6,7.5,3.2,,,,6,7.5,8.5
37015685,7,6,5.2,7,5.5,6.25,,,
37009704,2.2,3.5,,,,,5,3.5,
37017699,6.2,7.25,5,,,,,6.25,
37005652,5,7.25,3,,,,3,5.75,6.25
37015686,5.8,7.5,5.8,,,,6.75,7,9
37009705,5.2,5.75,3.6,,,,7,7.5,8
37017700,6.8,7.5,7,,,,,7.5,
37005653,5.4,6.5,2.8,,,,6.5,7.75,9
37015687,6,7.75,8.2,,,,7.5,7,7.75
37009706,5.8,6.25,6.6,,,,7.5,7,8
37017701,6.4,8.5,6.2,5.75,7,6,,,
37005654,7.4,5.5,5.4,7.75,7.25,5.5,,,
37015688,7.8,8.75,7.6,,,,8.25,8.25,9.5
37009707,4,6,,,,,6.5,6,
37017702,8,6.5,5.4,5.25,8,4.5,,,
37005655,4.4,6.25,3.4,,,,5.5,6.75,8.25
37015689,9,6.75,8.4,8.75,9,7.75,,,
37009708,5.2,5.5,4.2,,,,5.25,7,7.25
37017703,7.6,8.75,8.6,6,6.25,7,,,
37005656,4.8,6.75,2,,,,5.5,7.75,6.25
37009709,5,5.75,3.6,,,,6.25,6.75,8.75
37015690,5.4,7.5,5.2,,,,6.5,6.75,8.5
37017704,6,7.25,4,,,,,7.5,
37005657,6,8,6.2,,,,7.25,7,7.5
37009710,5.6,5.75,4,,,,5.5,6.75,7.75
37015691,7.6,6.75,9.8,7.25,5.25,6.5,,,
37017705,6.6,8.25,6.8,,,,,7.75,
37005658,5.8,7.5,5.8,,,,6.25,9,8.5
37009711,5.2,6.25,4.2,,,,7.75,6.5,6.75
37015692,6.4,8,4.6,,,,8,6.75,9.25
37017706,6,6.5,5.2,6,4.25,6.5,,,
37005659,3.2,5.5,2.8,,,,5,7.75,8.75
37015693,7.4,7.75,6,,,,8.25,8,9.5
37017707,5.6,7.5,4.6,,,,,8,
37015694,7.8,7.25,7.4,6.75,5.25,5.5,,,
37005660,5.8,6.25,2.2,,,,5.5,7.5,8.5
37017708,3.8,7,7,,,,,7,
37015695,4,7.25,6.4,,,,6.25,7.5,9
37005661,6,6.75,5,4.5,7,5.5,,,
37017709,6.4,7.25,5.4,,,,,7,
37015696,8,6.25,5.4,8,6.25,6,,,
37005662,3.2,4.5,2.2,,,,5,6.25,8.25
37017710,7.6,7,4.2,,,,,6.75,
37015697,8.4,7.25,6,6.25,8.25,6,,,
37005663,5.8,6,2.8,,,,8.5,8.25,9
37005664,8.2,5.75,5.2,8,8.25,5.75,,,
37015698,6.8,6.5,7,,,,7,8.25,9.25
37005665,8.2,7.25,6.4,8.5,8.75,6.75,,,
37005666,7,5.5,4.6,,,,5,6.5,7.75
37005667,7.2,8.75,5,4.5,7,5.75,,,
37005668,4.4,5,2.6,,,,5.75,6.25,6
37005669,8.2,6.75,5.2,4,8.75,8.75,,,
37005670,8.4,9,8.6,5,5.75,7.75,,,
37005671,5.2,8,5.8,,,,7.75,7.5,8.5
37005672,6.4,7.25,3.6,,,,5.75,5.75,8.25
37005673,7.4,7.5,5.8,7.25,7,6.5,,,
37005674,5.8,7.75,5,,,,4,7,7.25
37005675,7.6,8,6.2,3,3.5,4.25,,,
37005676,5.8,7.75,3.8,,,,7.5,9,9.5
37005677,5.2,7.5,3.8,,,,5.5,7.25,7.5
37005678,6.2,8,6.6,,,,7.25,7.25,8
37005679,8.4,5.5,6.2,6.25,5.75,5.75,,,
37005680,7.6,6.75,6.2,4,7.25,5,,,
37005681,6,7.25,5.4,,,,6.75,8.5,8.25
37005682,5.6,5.75,4.2,,,,6,7.5,7.5
37005683,8.2,8.75,8.8,6.5,7,7.25,,,
37005684,6.4,5.75,5.6,7,5.5,5.5,,,
37005685,7.4,5.5,4.2,8.5,8.5,6.75,,,
37009712,6,5.75,4.6,,,,6.75,7.25,8.5
37005686,8.4,5,4,8.75,8.25,5.75,,,
37011751,7.4,7.5,,7.5,5.25,7,,5.6,
37013751,6.4,7.25,6.8,,,,,7.5,8
37003755,5.6,7.5,5.6,,,,,7.5,9.5
37017711,8.4,7.75,7.8,8.25,8,7,,,
37015699,8.4,7,4.8,8.25,9,7.5,,,
37007750,3,6.25,3.4,,,,,7.5,7.25
37009713,4.2,5,5.6,,,,6.25,5.5,7.5
37011752,8.6,6.75,,8.25,6.5,6.25,,8.2,
37013752,5.2,7,4.2,,,,,6.75,7.5
37005687,7.8,6,2.6,,,,6.5,8.75,7.75
37003756,5.8,6.75,7,,,,,8,8
37017712,6.8,7.5,6.2,,,,,7,
37015700,5.4,5.5,5.6,,,,6.5,6.25,8.25
37007751,7.4,6.25,6.6,7.75,5.5,7,,,
37009714,6.2,6,,,,,6.75,7.25,
37011753,7,7,8.5,,,,8.25,6,7.25
37013753,5,7.25,3.4,,,,,7,7.25
37005688,5.8,6,4.6,4.5,4.25,5,,,
37003757,4.8,6,,,,,,8.25,
37017713,7,6.5,5.2,,,,,6,
37015701,5.8,7,4.8,,,,6,5.5,8.75
37007752,8.2,8,4.2,,,,,8.75,8
37009715,5.4,5.75,4.6,,,,7,7.25,8.25
37011754,8,6.25,,8,9.5,7.5,,6,
37013754,4.8,7.25,3.4,,,,,7,7.5
37005689,7.2,8.75,7.2,,,,9.75,9.75,9.5
37003758,6.8,6.25,5,,,,,6.25,6.5
37007753,7.8,6,4.4,5.25,7.25,7.25,,,
37015702,4.2,7,4.4,,,,5.25,7.5,8.25
37017714,7.8,7,8,6.25,8,7,,,
37009716,5,5.5,4.2,,,,7.5,8,9.25
37011755,7.6,6.25,7.25,,,,8.25,5.6,6.75
37013755,4,6.75,3.2,,,,,6.5,7.5
37003759,5.6,4.25,,,,,,6.5,
37005690,7.2,8,6.4,7,4,5.75,,,
37007754,3.8,4.5,3.8,,,,,3,7
37015703,7.4,6.75,7.4,6.5,6,4.25,,,
37017715,8,7.75,7.4,7,6.75,6.75,,,
37011756,4.4,6.25,7,,,,8.5,4.6,6
37009717,5.6,4.25,4.4,,,,7.5,6.75,8.5
37013756,9,8.5,6.6,,,,,8.75,8.75
37003760,6,4.5,,,,,,6.25,
37005691,7.8,8.25,5.8,,,,6.75,6.75,9
37007755,6.2,5.5,3.8,6.5,5.5,5.5,,,
37015704,7.2,4.25,5.4,,,,6,7.25,7.75
37017716,5.4,7.5,4.8,,,,,6.5,
37011757,5.8,7.25,8.25,,,,8.25,6.4,6
37009718,4.6,5.75,4,,,,6.75,6.75,8.75
37013757,7,8.25,4.6,7.75,5.5,7,,,
37003761,5.4,5.75,6.6,,,,,7.5,7.5
37005692,7.2,7.25,6.2,7.5,6.25,6,,,
37007756,3.6,3.25,3.6,,,,,5.5,4
37015705,7.4,7.5,7,,,,5,8,8.5
37017717,5.8,6.75,5,,,,,6.5,
37011758,6,6.5,6.5,,,,8.75,4.4,7.75
37013758,7,6.75,4.2,,,,,7.5,7.5
37009719,5,6.25,4.2,,,,6.75,7,7.75
37003762,4,3.25,,,,,,4.75,
37005693,7,7,5.2,,,,7.5,9.5,8.5
37007757,7.6,5.25,4.8,7,7,5.5,,,
37015706,7.4,8,6.6,,,,7.5,6.75,10
37017718,6,7.25,4.4,5.5,7.75,4.5,,,
37011759,6.2,7.5,9.25,,,,9.25,5,7.5
37013759,8.4,5.5,5.4,6,6,4.5,,,
37009720,5.2,6.5,4.6,,,,5.5,7.25,8
37003763,5.8,5.5,,,,,,6,
37007758,8.4,6.75,8.2,7.25,7,5.5,,,
37005694,7.4,5.75,4.8,8.5,8.5,6.75,,,
37015707,8.6,8.75,8.6,8.25,6.25,7.25,,,
37017719,4.8,8.5,5,,,,,6.75,
37011760,4,6.75,6.5,,,,9.25,4.2,6.25
37013760,8.6,7.75,8.8,8.25,6.5,7.25,,,
37009721,5.2,4.5,,,,,4,3.75,
37003764,6.2,6,6,,,,,7.75,7.25
37007759,6,8,7.2,,,,,8,9
37005695,5.8,5.25,4.6,,,,6.25,7.25,7.75
37015708,5.8,6,4.4,,,,7.25,6.75,8
37017720,8.4,7.5,6.8,9.25,9.75,5.75,,,
37011761,3.8,5.5,5,,,,6.25,3.4,6
37013761,3.8,8,5.6,,,,,7.5,9.5
37009722,6.2,6,4.8,,,,6,7.75,8.25
37003765,7.6,5.75,8.4,,,,,9,9
37007760,6.2,7.75,4.6,,,,,8.25,8.5
37005696,7.8,5.5,7.4,6,4.5,7.25,,,
37015709,7.2,6.25,5.8,,,,5.25,6.25,8.25
37017721,7.2,8,4.8,,,,,8.75,
37011762,4.4,6.5,9.25,,,,8.25,3,6
37013762,4.8,7,5,,,,,6.5,9
37003766,7,6.75,6.6,,,,,8.25,8.25
37009723,6.6,7,4.8,,,,6.5,8,8.25
37007761,4.8,5.75,4.8,,,,,7.75,8.25
37005697,5.2,5.75,1.6,,,,5.5,7,7.5
37015710,8.6,6,8.4,8.5,6.75,8.5,,,
37011763,5.8,5.75,6.75,,,,6.5,2.6,7.75
37017722,6.6,7,5.4,,,,,7.75,
37013763,8.4,6,5,8.5,8.5,8,,,
37003767,2.2,3.75,,,,,,5.75,
37009724,6.6,6.75,5,,,,8,8.75,6.75
37007762,5.4,5.75,4.6,,,,,6.25,6.5
37005698,8.4,5.5,5,8,7.5,5.5,,,
37015711,8,7.25,6.8,9,8,7.5,,,
37011764,7.4,7.5,8,,,,8,4,6.75
37013764,7,5.5,3.8,,,,,6.75,8.25
37017723,7.8,7.75,7.8,4.5,6.75,6.25,,,
37003768,4,3.5,,,,,,4.75,
37009725,5.2,6,4.6,,,,8.25,8,9.25
37007763,3.6,5.5,2.4,,,,,8.5,7.75
37005699,6.4,4,4,,,,8.75,9,9.25
37011765,4.4,6.75,5.25,,,,8,4,5.75
37015712,6.2,6,5.8,5,5,6.75,,,
37013765,8.4,6.75,3.4,7.5,6.75,7,,,
37017724,8.6,8,8.4,8.75,6.5,7.25,,,
37003769,4.6,4.75,,,,,,5.75,
37009726,6,7,3.6,,,,7,7,6.75
37007764,8,7.75,8.6,7.25,8.5,5.75,,,
37005700,7.2,5.5,3,,,,6,8.25,7.25
37011766,4.2,6.5,6.25,,,,6,4.8,4.75
37015713,6.8,6.75,5,6.5,4.75,5.75,,,
